ID,NAME (vertical file),AMNH OPAC,LOC/VIAF with URI,ALT NAME 3,DATES,DATE end,Date Note,SITES,PURPOSE,PERSONNEL,DEPARTMENT,SPONSORS,OTHERS,Documentation Materials,Publications,Field11,Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000465,Queeny African Expedition,Queeny African Expedition (1950),,,1950,,,Africa,To make movies of peoples and wild life of Africa,"Queeny, Edgar M., leader",,,,movies taken,"AMNH Annual Report No. 81, 1949-50, unpaged; No. 83, 1951-52, p. 16; AMNH Catalog of the Special Film Collection, p. 27; Natural History magazine, LX, May, 1951, pp. 216-223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000466,First Afghan Expedition,,,,1950 ,(1949?),,Afghanistan,To prepare for full-scale anthropological survey of Afghanistan,"Fairservis, Walter A. Jr., leader (anthropology)",,,,,"AMNH Annual Report No. 81, 1949-50, unpaged; Natural History magazine, LIX, June, 1950, pp. 246-253",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000467,Bogert Expedition,,,,1950,-1951,,Southwestern U.S. and Mexico,To do ecological research and collect amphibians and reptiles,"Bogert, Charles M., leader",,,,,"AMNH Annual Report No. 82, 1950-51, p. 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000468,Dept. of Geology and Palaeontology Field Trip,,,,1950,-1951,,"Southwestern and Western U.S. (Eocene and Paleocene deposits of San Juan basin, New Mexico; Colorado; Triassic deposits, Wyoming, Colorado, Kansas, Utah)",To collect specimens,"Simpson, G.G., leader; Colbert, Edwin, H., leader; Schaeffer, Bobb, leader",,,,,"AMNH Annual Report No. 82, 1950-51, p. 28; No. 83, 1951-52, p. 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000469,Hecht Field Trip to Jamaica,,,,1950,-1951,,Jamaica,To do ecological research and collect amphibians and reptiles,"Hecht, Mr. & Mrs., leaders",,,,,"AMNH Annual Report No. 82, 1950-51, p. 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000470,Second Afghan Expedition,,,,1950,-1951,,Afghanistan,To locate and excavate archaeological sites and collect specimens,"Fairservis, Walter, A. Jr., leader",Dept. of Anthropology,,,,"AMNH Annual Report No.82, 1950-51, pp. 31-32; No. 83, 1951-52, p. 12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000471,Entomological Field Trip to Southwest,,,,1950,-51,,"Utah, Arizona, New Mexico, Texas",To collect insects and spiders and study ecology,"Cazier, Mont A., leader; Gertsch, Willis G., leader",,,,,"AMNH Annual Report No. 82, 1950-51, p. 28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000472,Newell Expedition to Bahamas,,,,1950,"-57, >61.",,"Bahamas, Andros Islands  (work based partially at at Lerner Marine Laboratory). This work was in conjunction with Texas Reef Complex field studies",Geology and Ecology,"Newell, Norman D., leader, students and others.",Dept. Physical Geology and Fossil Invertebrates.,AMNH and oil industry.,,AMNH Library Vertical File.  See also references in Newell Bibliography  for publications on this work; and see also Newell papers in  AMNH Library Archives.,"AMNH Annual Report No. 81, 1949-50, unpaged; No. 82, 1950-51, p. 13; No. 86 for year July 1954-55.  P.C. 2 Authority File",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000473,Clark Red Sea Expedition,,,,1951,,,"Ghardaqa, Egypt",To study Red Sea fishes,"Clark, Eugenie, leader",,,,,"AMNH Annual Report No. 60, Dec., 1951, p. 434; Natural History magazine, LXI, Oct. 1952, pp. 344-349; Nov., 1952, pp. 414-419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000474,Mead Australian Field Trip,,,,1951,,,Australia,To make comparative studies between Australians and aborigines vis-a-vis early American culture,"Mead, Margaret, leader",,,,,"AMNH Annual Report No. 83, 1951/52, p. 14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000475,Murphy Expeditions to Bermuda,,,,1951,,,Bermuda,"To discover breeding grounds of rare ""cahow"" bird","Murphy, Robert C., leader; Murphy, Grace, leader",,,,,"AMNH Annual Report No. 83, 1951-52, p. 20; Natural History magazine, LX, April 1951, pp. 152-156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000476,New Guinea Expedition,,,,1951,,,"Central Highlands, New Guinea",To collect birds and mammals,"Gilliard, E. Thomas, leader",,,,,"AMNH Annual Report No. 81, 1949-50, unpaged; No. 82, 1950-51, p. 28; NO. 83, 1951-52, p. 20; Natural History magazine, LXII, 1953, pp. 248-255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000477,Glazier Andros Expedition,,,,1951,-1953,,"Andros Island, Bahamas",To develop a successful method for underwater color motion pictures,"Glazier, William S., leader",,,,,"AMNH Annual Report No. 83, 1951-52, p. 24; No. 84, 1952-53, p. 42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000478,AMNH-Columbia University Field Trip,,,,1951,-52,,Montana,To survey early cultures,Dept. of Anthropology; Columbia University; State University of Montana,,,,,"AMNH Annual Report No. 83, 1951-52, p. 15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000479,AMNH-Armand Denis Expedition,,,,1952,,,New Guinea (interior mountains),"To make sound recordings, color photos, and color films of birds","Denis, Armand, leader; Gilliard, E. Thomas, sci.",photos taken,,,,"P.C. 2 Authority File; AMNH Annual Report No. 84, 1952-53, p. 39; Natural History magazine, LXII, June 1953, p. 249; LXIII, March 1954, pp. 104-111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000480,Bancroft Expedition,,,,1952,,,Vancouver,To study mammals,"Bancroft, Thomas M., leader; Carter, T. Donald, sci.",,,,,"AMNH Annual Report No. 83, 1951-52, p. 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000481,Barro Colorado Trip,,,,1952,,,"Barro Colorado Island, Panama",To study fauna,"Dunn, Mr. & Mrs. E.R., leaders",photos taken,,,,"AMNH Annual Report No. 83, 1951-52; P.C. 2 Authority File",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000482,Dept. of Geology and Palaeontology Field Trip to Colorado,,,,1952,,,"Huerfano Basin, Southern Colorado, Wyoming",To study and collect fossil fauna,"Simpson, G.G., leader",,,,,"AMNH Annual Report No. 84, 1952-53, p. 46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000483,Heineman Expedition to Ceylon,,,,1952,,,Ceylon,To collect butterflies,"Heineman, Bernard, leader",,,,,"AMNH Annual Report No. 84, 1952-53, p. 43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000484,Moore Expedition to Australia,,,,1952,,,Australia,To make ecological and embryological studies of amphibians,"Moore, John A., leader",,,,,"AMNH Annual Report No. 83, 1951-52, p. 24; No. 84, 1952-53, p. 40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000485,"Newell Expedition to Raroia Atoll, South Pacific",Newell Expedition to Raroia Atoll (1952),,,1952,,,"Raroia Atoll, Tuamotu Archipelago, South Pacific","To study one of the finest coral atolls in the world, incorporating the geology, reefs sediments, basic mapping; Anthropology, Botany, Zoology and Ichthyology.","Newell, Norman D., leader, and 7 member team: Bengt Danielsson (Swedish anthropologist, Dr. Maxwell Doty and assist. Jan Newhouse, Univ. Hawaii Univ. plant spec.; Dr. Joseph Morrison, USNM. Zool.; Dr. Robert Harry, Phil Acad. Sciences ichthyol; and John Byrne, Col. Univ.; Valerie Newell.     ",,National Research Council; George S. Vanderbilt; U.S. Office of Naval Res.; Humble Oil.,,"Expedition to Raroia…Atoll Res. Bull vol.30; Reefs & sedimentrary processes of Raroia. Atoll Res. Bull vol. 36; Geolo. Res. Of Raroia, AMNH Bull vol 109, art. 3.Also resutls embodied in a written report to the Pacific Science Board. See also AMNH Library Archives for Newell papers.","Natural History magazine, LXI, Nov., 1952, p. 434; AMNH Annual Report No. 84, 1952-53, p. 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000486,Pallister Expedition to the Yucatan,,,,1952,,,"Merida, Yucatan peninsula, Mexico",To make comprehensive collection of insect life and photograph aspects of natural history,"Pallister, John C., leader; Pallister, Mrs., leader",,AMNH-Explorers Club,,photos taken,"Natural History magazine, LXI, Sept., 1952, p. 333; AMNH Annual Report No. 84, 1952-53, p. 43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000487,Schaeffer Collecting Trip,,,,1952,,,"Cretaceous, Paleocene, and Eocene beds of Kansas, Wyoming, and Montana",To collect fossils,"Schaeffer, Bobb, leader",,,,,"AMNH Annual Report No. 84, 1952-53, p. 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000488,AMNH-Rockefeller Expedition,David Rockefeller Mexican Expedition of the American Museum of Natural History (3rd : 1953),,,1953,,,"Texas, New Mexico, Arizona, California, Northern Mexico, Baja California",To collect insects,"Cazier, Dr., leader; Gertsch, Dr., leader; Schrammel, Mr., leader",,"Rockefeller, David",,,"AMNH Annual Report No. 84, 1952-53, p. 43; Natural History magazine, LXII, Jan., 1953, p. 47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000489,Aronson Trip to Nigeria,,,,1953,,,"Ibadan, Nigeria, West Africa",To study mouth-breeding fishes,"Aronson, Lester R., leader",,,,,"AMNH Annual Report No. 84, 1952-53, p. 44; Natural History magazine, LXII, April, 1953, p. 192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000490,Bogert Reptile Study Trip,,,,1953,,,"Arizona, California, Mexico",To study temperature requirements and adjustments of reptiles and amphibians,"Bogert, Charles M., leader",,,,,"AMNH Annual Report No. 85, 1953-54, p. 57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000491,Cazier Western Field Trip,,,,1953,,,"Western U.S., Mexico",To collect tiger beetles,"Cazier, Mont A., leader",,,,,"AMNH Annual Report No. 85, 1953-54, p. 57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000492,Davison-Willis Expedition to Madagascar,Davison-Willis Madagascar Expedition of the American Museum of Natural History (1953),,,1953,,,Madagascar,"To collect ethnographic objects, make photos, and movies","Davison, F. Trubee, leader (Note: Trubee had a foot operation and was not able to go - Gates his son and Gordon Willis went)",,,,movies taken; Special Collections slide box 187,"AMNH Annual Report No. 84, 1952-53, p. 35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000493,Davison-Willis Madagascar Expedition,Davison-Willis Madagascar Expedition of the American Museum of Natural History (1953),,,1953,,,Madagascar,To collect ethnographic specimens,"Davison, Gates, leader; Willis, William, leader",,"Trubee, F.; Davison; Willis family",,movies taken,Archives - 1953 (1216),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000494,First Van Alen Iberian Expedition,,,,1953,,,Spain,To collect mammals and birds of Spain,"Van Alen, Mr. & Mrs. James H., leaders",,,,,"AMNH Annual Report No. 84, 1952-53, p. 37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000495,Ford Arctic Trip,,,,1953,,,"Point Barrow, Alaska",To study archaeological sites along Arctic coast,"Ford, James A., leader",,Peabody Museum,,,"AMNH Annual Report No. 85, 1953-54, p. 56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000496,Fourth Archbold Expedition,Archbold Expedition to New Guinea (4th : 1953),,,1953,,,New Guinea,"To study flora and fauna of rarely-visited regions. Overall purpose: to study relationships among plants and animals of New Guinea, Malaysia and Australia.","Brass, Leonard J., leader; Tate, Geoffrey M., sci.; Van Deusen, Hobart M., sci.",,Harvard University; Office of Naval Research; AMNH,,photos taken,"P.C. 2 Authority File; AMNH Annual Report No. 84, 1952-53, p. 37; No. 85, 1953=54, p. 56; Natural History magazine, LXII, April, 1953, pp. 191-192; LXIII, May, 1954, p. 240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000497,Gertsch California Trip,,,,1953,,,"California, Baja California",To collect spiders,"Gertsch, Willis G., leader",,,,,"AMNH Annual Report No. 85, 1953-54, p. 57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amnhc_2000498,McGuire Expedition to West Indies,,,,1953,,,"Netherlands West Indies, Venezuela (with N.Y. Botanical Garden Kunhardt Guyana Expedition)",To collect mammals,"McGuire, Edward, leader",,Lago Oil & Transport Co.,,,"AMNH Annual Report No. 84, 1952-53, p. 38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
